datetime,power,Temperature,humidity,Liquid,Wind Speed,holiday
2015/1/10 6:00,848.4718,23.38991699,0.016499262,0.013561249,12.5691795,0
2015/1/10 7:00,897.8229,24.3958374,0.01677462,0.026794434,14.45076862,0
2015/1/10 8:00,1021.672,25.90523682,0.017148905,0.023200989,16.51786093,0
2015/1/10 9:00,1108.9439,27.28075562,0.017248616,0.017745972,18.50581455,0
2015/1/10 10:00,1165.4756,28.33883057,0.017256718,0.011554718,19.33353266,0
2015/1/10 11:00,1179.063,29.19375,0.017416839,0.008724213,19.44159761,0
2015/1/10 12:00,1173.0899,29.76073608,0.017523553,0.006307602,19.04679582,0
2015/1/10 13:00,1161.4116,29.98562012,0.017470237,0.004575729,18.32658456,0
2015/1/10 14:00,1133.3133,29.91021118,0.017417142,0.008750916,17.38591483,0
2015/1/10 15:00,1100.6097,29.57412109,0.017379398,0.013748169,16.30245768,0
2015/1/10 16:00,1082.6875,28.76925049,0.017395042,0.011981964,14.68390752,0
2015/1/10 17:00,1051.4135,27.42965088,0.017516796,0.011676788,12.06980318,0
2015/1/10 18:00,1088.8689,25.64040527,0.017370742,0.019882202,9.768694049,0
2015/1/10 19:00,1144.2722,24.93996582,0.017173024,0.017860413,10.65048019,0
2015/1/10 20:00,1102.2466,24.50731812,0.017051285,0.02368927,11.05024861,0
2015/1/10 21:00,1064.151,24.22142944,0.016898239,0.036712646,11.32017821,0
2015/1/10 22:00,1030.4566,23.96120605,0.016768247,0.031539917,11.4353765,0
2015/1/10 23:00,979.5945,23.7361084,0.016692039,0.025863647,11.32559017,0
2015/1/11 0:00,956.5766,23.60643921,0.016700033,0.023010254,11.38291514,0
2015/1/11 1:00,924.2795,23.53624878,0.016708024,0.026634216,11.48224008,0
2015/1/11 2:00,887.4576,23.47210083,0.016746262,0.018577576,11.43588448,0
2015/1/11 3:00,858.9606,23.42971191,0.016799849,0.019599915,11.25151656,0
2015/1/11 4:00,847.4881,23.41182861,0.016792566,0.025871277,10.98662231,0
2015/1/11 5:00,842.7522,23.33248291,0.01673961,0.029014587,10.58482528,0
2015/1/11 6:00,807.4211,23.31231079,0.016725052,0.028335571,10.27637333,0
2015/1/11 7:00,813.1819,24.65728149,0.017175978,0.026275635,12.75901443,0
2015/1/11 8:00,873.801,26.40749512,0.017662376,0.025421143,14.87422922,0
2015/1/11 9:00,935.3192,27.86513672,0.017859574,0.014579773,16.22224501,0
2015/1/11 10:00,1009.0054,29.04458008,0.017996935,0.008396149,16.0317411,0
2015/1/11 11:00,1070.3791,29.9531189,0.018112654,0.005369186,15.52952603,0
2015/1/11 12:00,1070.603,30.565271,0.018228667,0.004217148,14.9904263,0
2015/1/11 13:00,1073.1479,30.84645996,0.01832182,0.004547119,14.51132467,0
2015/1/11 14:00,1064.0288,30.76751099,0.018299388,0.006614685,14.2546256,0
2015/1/11 15:00,1060.6283,30.33779297,0.01813193,0.01039505,14.13967767,0
2015/1/11 16:00,1030.8882,29.44753418,0.018010676,0.010791779,13.80340932,0
2015/1/11 17:00,1015.4938,28.01213989,0.018003855,0.015422821,12.30343989,0
2015/1/11 18:00,1073.743,26.14135132,0.017783603,0.020355225,10.46569027,0
2015/1/11 19:00,1113.4443,25.37090454,0.017654207,0.020080566,10.98668193,0
2015/1/11 20:00,1122.2487,24.94100342,0.017562555,0.02420044,10.98610706,0
2015/1/11 21:00,1095.6601,24.65499268,0.017502194,0.021774292,10.57674832,0
2015/1/11 22:00,1046.8138,24.43688354,0.017449148,0.01915741,10.05597136,0
2015/1/11 23:00,1010.9126,24.22005615,0.01741078,0.018844604,9.283263942,0
2015/1/12 0:00,968.9371,24.01049194,0.017348697,0.022789001,8.782655751,0
2015/1/12 1:00,941.5469,23.83114014,0.0172711,0.024276733,8.45808524,0
2015/1/12 2:00,898.3399,23.5960022,0.017193958,0.027832031,7.783121333,0
2015/1/12 3:00,881.8438,23.25673828,0.017147627,0.03300476,7.120833566,0
2015/1/12 4:00,870.5737,23.07216797,0.017116407,0.03489685,7.202434605,0
2015/1/12 5:00,876.8468,22.9258667,0.01708507,0.03390503,7.29083371,0
2015/1/12 6:00,903.8017,22.87166748,0.017069126,0.032546997,7.425851392,0
2015/1/12 7:00,1018.3418,24.53249512,0.017511083,0.032943726,10.80796215,0
2015/1/12 8:00,1228.567,26.4399353,0.017915145,0.033798218,13.66560339,0
2015/1/12 9:00,1317.0702,27.95519409,0.017983813,0.02733612,15.36477512,0
