imf1,imf2,imf3,imf4,imf5,imf6,imf7,imf8,imf9,imf10,imf11,res,Temperature,humidity,Liquid,Wind Speed,holiday,power
1.306337583,-12.63782655,-57.07560058,-36.16053246,-13.38337468,-29.0614862,-19.26073969,8.328513936,-2.377574825,-33.92708412,-26.23667802,1132.982646,26.30947266,0.018210623,0.01228714,14.69709544,0,912.4966
8.920437027,6.145508332,-24.47856836,-40.69531148,-13.4868148,-26.16899541,-19.22735002,8.389201148,-2.405223836,-33.93585982,-26.23857495,1132.983252,27.82076416,0.018386029,0.010982513,16.77176282,0,969.8017
5.94979991,25.46354561,9.660133708,-44.68580037,-13.45754041,-23.24411577,-19.19143025,8.449959018,-2.432829742,-33.94461037,-26.24047021,1132.983859,28.97478638,0.01842419,0.011009216,16.90418229,0,1019.3105
3.677030801,35.51797474,42.49095234,-48.04466611,-13.28702196,-20.29076602,-19.15296581,8.510788208,-2.46039239,-33.95333576,-26.2423638,1132.984466,29.8093811,0.018401334,0.014148712,16.5518246,0,1059.7497
-12.46617271,32.2336324,71.23149406,-50.68412031,-12.96721583,-17.31283431,-19.11194212,8.57168938,-2.487911631,-33.96203598,-26.24425573,1132.985073,30.36071167,0.018378409,0.016944885,15.83156006,0,1069.7854
0.287077326,12.86459213,93.63703811,-52.5145531,-12.49190069,-14.31420799,-19.06834461,8.632663197,-2.51538731,-33.97071102,-26.24614599,1132.98568,30.61922607,0.018362975,0.01890564,15.08725543,0,1087.2858
9.976208814,-14.7346808,108.6397321,-53.44586925,-11.85534058,-11.29877443,-19.0221587,8.693710319,-2.542819277,-33.97936088,-26.24803458,1132.986287,30.56704102,0.018332375,0.020011902,14.49760034,0,1087.1689
15.09978895,-42.54449133,115.5750545,-53.38607625,-11.0536968,-8.270420986,-18.97336984,8.754831409,-2.57020738,-33.98798554,-26.2499215,1132.986895,30.18462524,0.018317131,0.01964569,13.93705272,0,1075.3804
10.80795244,-60.68608619,113.8361444,-52.25815475,-10.09224369,-5.233035027,-18.92196344,8.81602713,-2.597551467,-33.99658501,-26.25180675,1132.987502,29.4192749,0.018385885,0.020988464,12.83421027,0,1056.4102
-16.57891142,-51.74753255,103.2000943,-50.0880995,-8.985929188,-2.190503909,-18.86792493,8.877298142,-2.624851385,-34.00515928,-26.25369033,1132.98811,28.00875244,0.018630061,0.031158447,10.38097034,0,1033.7229
15.68831862,-5.189339456,84.73796423,-46.98938889,-7.751675335,0.853285005,-18.81123974,8.938645108,-2.652106983,-34.01370833,-26.25557224,1132.988718,26.28652344,0.01820281,0.04295349,9.437014786,0,1101.5439
13.89241448,48.32208105,60.28620976,-43.09184421,-6.406404155,3.894444355,-18.75189329,9.000068691,-2.679318109,-34.02223215,-26.25745249,1132.989326,25.49950562,0.01776777,0.035980225,11.16477927,0,1137.1754
-3.07958817,80.68520654,31.80073286,-38.52528672,-4.967037679,6.929086779,-18.68987103,9.061569551,-2.706484611,-34.03073076,-26.25933106,1132.989934,24.93880615,0.017386163,0.019172668,12.17056315,0,1133.2082
-14.63766244,82.86189208,0.607466871,-33.41953771,-3.450497935,9.953324917,-18.62515836,9.123148351,-2.733606338,-34.03920412,-26.26120796,1132.990543,24.5107666,0.01708067,0.006567001,12.45320476,0,1102.3695
1.539275249,61.00513871,-33.69555757,-27.90441846,-1.873706952,12.96327141,-18.55774073,9.184805754,-2.760683136,-34.04765224,-26.26308319,1132.991151,24.17324219,0.016904991,0.002531052,12.47349497,0,1072.5808
-13.2458917,40.58062811,-68.97239026,-22.10975025,-0.253586761,15.95503889,-18.48760356,9.24654242,-2.787714855,-34.05607512,-26.26495675,1132.99176,23.92763672,0.016782768,0.004793167,12.43519401,0,1012.596
-21.84428737,17.8679774,-102.295109,-16.16535435,1.392940609,18.92473999,-18.41473227,9.308359012,-2.814701342,-34.06447273,-26.26682864,1132.992369,23.73195801,0.016706295,0.008647919,12.39227194,0,958.6209
-1.928460465,-14.3592717,-130.7357914,-10.20105204,3.04895313,21.86848737,-18.3391123,9.370256193,-2.841642446,-34.07284508,-26.26869885,1132.992978,23.51021729,0.016660279,0.007762909,11.81946955,0,928.5338
16.88299484,-50.05433201,-151.3665153,-4.346664607,4.697528772,24.78239365,-18.26072907,9.432234623,-2.868538014,-34.08119216,-26.2705674,1132.993587,23.22167358,0.016705899,0.00459671,11.0096853,0,901.5402
33.53118173,-80.79351368,-161.264873,1.273501126,6.321745505,27.66257148,-18.17956802,9.494294965,-2.895387895,-34.08951396,-26.27243427,1132.994196,23.17324219,0.016766887,0.008426666,11.22205893,0,887.7822
31.83561663,-99.43154009,-157.5391379,6.565819773,7.9046813,30.5051335,-18.09561456,9.556437881,-2.922191937,-34.09781047,-26.27429947,1132.994805,23.20321045,0.016781872,0.012203217,11.58307102,0,881.0019
7.608827224,-99.9250465,-137.7503923,11.47667492,9.429414127,33.30619234,-18.00885412,9.618664033,-2.948949987,-34.10608169,-26.27616299,1132.995415,23.2418457,0.016797189,0.012580872,11.61186403,0,885.4197
-41.43002324,-78.7916304,-101.983715,15.96107377,10.87902196,36.06186063,-17.91927214,9.680974083,-2.975661895,-34.11432761,-26.27802484,1132.996025,23.35247192,0.016858371,0.014350891,11.81893467,0,902.0863
-6.85695334,-34.27960625,-54.19368616,19.97402356,12.23658276,38.76825103,-17.82685405,9.743368693,-3.002327507,-34.12254821,-26.27988502,1132.996634,24.47158203,0.017285831,0.016563416,13.86936252,0,1037.157
30.76806904,20.33723628,0.800938451,23.47053148,13.48517451,41.42147617,-17.73158526,9.805848524,-3.028946673,-34.1307435,-26.28174352,1132.997244,26.29439697,0.017820183,0.020492554,16.55279009,0,1191.9135
46.85610198,67.99248157,58.18140321,26.40560476,14.60787518,44.01764869,-17.63345121,9.86841424,-3.05551924,-34.13891347,-26.28360035,1132.997855,27.78353271,0.017873721,0.023216248,18.91925681,0,1319.8159
22.9784782,94.20023931,113.1289525,28.73425061,15.58776273,46.55288123,-17.53243733,9.931066501,-3.082045056,-34.14705811,-26.28545551,1132.998465,28.86925659,0.018033903,0.029823303,19.25139429,0,1383.0651
-2.915223343,99.415973,160.8248306,30.41147624,16.40791513,49.02328642,-17.42852904,9.993805971,-3.108523969,-34.1551774,-26.28730898,1132.999075,29.64541016,0.018094763,0.040985107,19.344515,0,1415.1816
-46.6787143,87.01805548,196.5106631,31.39228012,17.05141911,51.4249769,-17.32171177,10.05663331,-3.134955828,-34.16327135,-26.28916079,1132.999686,30.0420166,0.018003022,0.042388916,19.26692535,0,1398.8659
-8.560648137,57.47548285,216.4652942,31.63161146,17.50141065,53.75406532,-17.21197095,10.11954918,-3.161340481,-34.17133995,-26.29101092,1133.000297,30.15792236,0.01785802,0.03466797,19.02320508,0,1430.5514
13.66148392,12.86103334,220.2107237,31.08075623,17.74468895,56.00666431,-17.09929201,10.18255425,-3.187677775,-34.17938319,-26.29285937,1133.000908,29.99352417,0.017736057,0.028862,18.50995359,0,1413.9896
40.07169781,-37.58891557,208.0324219,29.70799061,17.78285783,58.1793147,-16.98366037,10.24564917,-3.213967559,-34.18740106,-26.29470614,1133.001519,29.56130371,0.017675042,0.023750305,17.78210493,0,1378.7528
25.24523616,-81.28321311,180.0869673,27.60283456,17.62344379,60.27028279,-16.86506146,10.3088346,-3.24020968,-34.19539355,-26.29655124,1133.00213,28.83413086,0.017667394,0.01700592,16.17123759,0,1292.2593
-32.5818841,-93.11568282,136.4987152,24.88303326,17.27711977,62.27868623,-16.74348072,10.37211122,-3.266403988,-34.20336067,-26.29839466,1133.002741,27.56932983,0.01775115,0.016555786,13.13601838,0,1178.1032
-0.357245068,-55.73787032,78.46964239,21.66468263,16.75467859,64.20517205,-16.61890356,10.43547968,-3.292550329,-34.21130239,-26.30023641,1133.003353,25.79711304,0.017598353,0.011131287,10.48433234,0,1188.0149
23.79120005,8.850080202,11.77069496,18.06365003,16.06666341,66.05086548,-16.49131542,10.49894065,-3.318648553,-34.21921871,-26.30207648,1133.003964,25.09990845,0.017430276,0.004426956,10.55103141,0,1207.7648
-14.65711061,66.74098659,-55.99253419,14.19580284,15.22361365,67.81689551,-16.36070173,10.56249478,-3.344698506,-34.22710963,-26.30391487,1133.004576,24.68166504,0.017239325,0.002801895,10.79446422,0,1156.6583
-14.87655725,90.03256845,-118.3690356,10.17700843,14.23611712,69.5043427,-16.22704791,10.62614273,-3.370700038,-34.23497514,-26.30575158,1133.005188,24.33254395,0.017056057,0.00135994,11.05026315,0,1114.1973
4.64269337,79.14630656,-171.0416746,6.12313417,13.11477296,71.11427631,-16.09033938,10.68988518,-3.396652997,-34.24281523,-26.30758661,1133.0058,24.07595215,0.01693388,0.000603199,11.8994086,0,1066.7578
9.607095353,54.79473372,-212.539989,2.150047438,11.87018034,72.64776557,-15.95056159,10.75372278,-3.422557229,-34.25062989,-26.30941996,1133.006412,23.9026123,0.016857523,0.002989769,12.84347456,0,1002.3568
-8.580656669,35.15755762,-242.0288324,-1.626384394,10.51293839,74.10587973,-15.80769995,10.81765619,-3.448412585,-34.25841912,-26.31125164,1133.007025,23.76549683,0.016743056,0.008728027,13.56001173,0,931.5394
8.553706395,21.18171149,-258.6730583,-5.090293955,9.053646266,75.48968802,-15.66173989,10.88168608,-3.474218911,-34.2661829,-26.31308163,1133.007637,23.60509644,0.016590474,0.008876801,14.22240956,0,914.6895
5.958968611,5.993413595,-261.6375202,-8.12581387,7.503197186,76.79996563,-15.51266684,10.94581311,-3.499976055,-34.27392124,-26.31490995,1133.00825,23.49379883,0.016529419,0.006481171,14.4805807,0,890.8448
-4.950707216,-13.70822429,-250.1012243,-10.63949628,5.87366061,78.03631148,-15.36046624,11.01003793,-3.525683866,-34.28163412,-26.31673658,1133.008863,23.42516479,0.016407348,0.011116028,14.5844219,0,869.0447
-15.63660338,-44.04460889,-223.3040352,-12.62757136,4.177400065,79.19803044,-15.2051235,11.07436122,-3.551342193,-34.28932154,-26.31856154,1133.009476,23.3557373,0.016376896,0.006162643,14.36913783,0,852.4821
19.510841,-81.19876999,-180.5650181,-14.10868881,2.426779077,80.28442737,-15.04662405,11.13878363,-3.576950882,-34.29698348,-26.32038481,1133.010089,23.34237061,0.01641517,0.008403778,14.01057592,0,891.2575
-23.76748021,-90.09412182,-122.4043866,-15.10149831,0.634161172,81.29480715,-14.88495333,11.20330583,-3.602509782,-34.30461995,-26.3222064,1133.010702,23.38463745,0.016415257,0.01776123,13.85081072,0,895.6612
-14.29536805,-56.66540395,-53.44673439,-15.62465251,-1.18808717,82.22847462,-14.72009676,11.26792848,-3.628018741,-34.31223093,-26.32402631,1133.011316,24.4475647,0.0167892,0.01763916,15.63128477,0,1006.3031
34.0825742,-0.479304986,20.52809645,-15.69695648,-3.027447044,83.08473467,-14.55203977,11.33265223,-3.653477608,-34.31981642,-26.32584454,1133.011929,26.09664307,0.017453047,0.018806458,17.54010106,0,1183.9851
36.06647166,52.81860292,93.70261882,-15.33900388,-4.869610959,83.86289216,-14.38076778,11.39747776,-3.678886229,-34.32737641,-26.32766109,1133.012543,27.49147949,0.017735485,0.012451172,19.31359782,0,1311.9373
9.023286665,85.77021042,160.2593457,-14.57730104,-6.694358733,84.56225194,-14.20626623,11.46240572,-3.704244455,-34.33491089,-26.32947596,1133.013157,28.58382568,0.017773764,0.006723404,19.43349162,0,1384.2441
-34.33246749,92.4972572,214.3807899,-13.44336407,-8.476460445,85.1821189,-14.02852054,11.52743677,-3.729552131,-34.34241985,-26.33128914,1133.013771,29.39156494,0.01778906,0.008277893,18.68122742,0,1401.9173
-44.57118295,79.37732434,250.9480284,-11.96943769,-10.18995752,85.72179788,-13.84751614,11.59257159,-3.754809108,-34.34990329,-26.33310064,1133.014385,29.91698608,0.01777377,0.011432648,17.73598701,0,1415.6382
-15.05092698,53.78687288,268.0128335,-10.18272099,-11.81393704,86.18059376,-13.66323846,11.65781082,-3.780015232,-34.35736121,-26.33491046,1133.014999,30.14214478,0.01774323,0.01637268,16.88731631,0,1437.47
11.94246907,20.22307398,266.018965,-8.115691142,-13.3303419,86.55781141,-13.47567292,11.72315513,-3.805170351,-34.36479358,-26.33671859,1133.015614,30.08962402,0.017720368,0.02205658,16.11982112,0,1430.0527
22.79139189,-19.15229462,246.5376205,-5.833280176,-14.72152224,86.85275568,-13.28480496,11.78860519,-3.830274315,-34.37220041,-26.33852504,1133.016229,29.72744141,0.017644137,0.020744324,15.26889727,0,1383.4537
41.65138279,-62.66454387,211.3289712,-3.409859882,-15.96982819,87.06473145,-13.09062,11.85416165,-3.85532697,-34.37958169,-26.3403298,1133.016843,29.03411255,0.017659474,0.01738739,13.75963438,0,1325.206
-37.9075373,-93.91436434,162.153515,-0.920128521,-17.0576099,87.19304358,-12.89310346,11.91982519,-3.880328166,-34.38693741,-26.34213288,1133.017458,27.70876465,0.0178808,0.019012451,10.78538688,0,1166.9817
-9.299190107,-67.19002181,101.0767675,1.561215649,-17.9672175,87.23699693,-12.69224079,11.98559645,-3.905277749,-34.39426756,-26.34393428,1133.018073,25.72078857,0.0176596,0.025817871,8.264676955,0,1163.0865
27.77995473,-3.078988423,32.0758986,3.959474369,-18.68100113,87.19589998,-12.48802101,12.0514761,-3.930175569,-34.40157214,-26.34573399,1133.018688,24.80874023,0.017423142,0.021026611,8.237458979,0,1197.1559
-8.526458916,60.04063004,-38.00380165,6.199949378,-19.18131092,87.06907567,-12.28044762,12.11746481,-3.955021473,-34.40885113,-26.34753202,1133.019304,24.21889648,0.017194318,0.018203735,8.392656959,0,1155.743
-17.2107925,92.46285301,-102.7158631,8.207942418,-19.45049702,86.85585053,-12.06952773,12.18356323,-3.979815309,-34.41610454,-26.34932835,1133.019919,23.73079834,0.016980743,0.023231506,8.374995413,0,1116.5382
12.88365141,85.30588713,-157.6138616,9.908755228,-19.47090771,86.55555786,-11.85527704,12.24977203,-4.004556926,-34.42333235,-26.35112301,1133.020535,23.34868774,0.016828185,0.01991272,8.719513339,0,1086.2051
3.607636189,80.64074311,-201.2763432,11.22768955,-19.22510533,86.16777935,-11.6377456,12.31609187,-4.029246171,-34.43053456,-26.35291597,1133.021151,22.99813232,0.016690865,0.018226624,9.090072159,0,1030.0292
-8.585131674,72.99915937,-232.9687247,12.09004713,-18.69649256,85.69294565,-11.4169921,12.38252341,-4.053882893,-34.43771116,-26.35470725,1133.021767,22.68041382,0.01653065,0.016052246,9.519345265,0,979.6728
-7.814527356,51.14505601,-251.9564228,12.42112969,-17.86852284,85.13153819,-11.19307519,12.44906731,-4.07846694,-34.44486214,-26.35649685,1133.022383,22.42574463,0.016385702,0.015403748,10.0782165,0,940.4568
-0.137351007,16.67027811,-257.5048543,12.15124389,-16.72962482,84.48400865,-10.96605354,12.51572424,-4.102998159,-34.45198749,-26.35828475,1133.022999,22.24837646,0.016225511,0.012042999,10.66105905,0,908.5931
9.768288527,-24.03812055,-248.8966624,11.25011924,-15.29042703,83.75081218,-10.7359858,12.58249486,-4.1274764,-34.45908721,-26.36007097,1133.023616,22.05715332,0.016034804,0.007059097,11.02963234,0,886.4675
14.99782987,-62.40413368,-225.4833961,9.771569353,-13.57673636,82.93240392,-10.50293065,12.64937982,-4.151901509,-34.46616129,-26.3618555,1133.024232,21.87612305,0.015844084,0.002937317,10.99682161,0,876.4283
16.50506863,-85.86214,-186.8913026,7.795660967,-11.62338645,82.02923904,-10.26694674,12.7163798,-4.176273336,-34.47320972,-26.36363834,1133.024849,21.73049316,0.015699089,0.001933098,10.72297496,0,892.4143
-22.67266609,-82.74067142,-134.3815097,5.407878306,-9.47062837,81.04177266,-10.02809275,12.78349545,-4.200591727,-34.4802325,-26.3654195,1133.025466,21.70412598,0.015653253,0.004297257,10.50648399,0,907.9188
-18.17012769,-45.83786741,-71.96375486,2.694712189,-7.159719826,79.97045995,-9.786427323,12.85072744,-4.224856532,-34.48722961,-26.36719896,1133.026083,23.06398926,0.01604996,0.009700775,13.13055205,0,1010.5448
17.27005145,6.806277065,-4.537441163,-0.257341586,-4.731923483,78.81575605,-9.542009137,12.91807642,-4.249067598,-34.49420106,-26.36897673,1133.0267,25.12203369,0.016713737,0.012645721,15.41401315,0,1164.6559
33.04130479,54.40946944,62.92686004,-3.361787218,-2.228502013,77.5781161,-9.294896852,12.98554307,-4.273224774,-34.50114682,-26.37075282,1133.027317,26.91781006,0.016965613,0.016082764,17.95643318,0,1293.9383
20.5862708,78.72961217,125.4585774,-6.532128907,0.309281914,76.25799525,-9.045149131,13.05312803,-4.297327907,-34.50806691,-26.37252722,1133.027935,28.16503296,0.017057508,0.019432068,18.56247869,0,1366.6676
-9.22193605,81.86692378,178.1122475,-9.681870854,2.840165627,74.85584865,-8.792824638,13.12083198,-4.321376845,-34.5149613,-26.37429992,1133.028552,29.06115112,0.017195212,0.024406433,18.74555184,0,1390.9173
-39.20923269,67.96562819,216.4177328,-12.72451726,5.322886455,73.37213145,-8.537982036,13.18865558,-4.345371438,-34.52182999,-26.37607094,1133.02917,29.62294922,0.017325008,0.028686523,18.54256009,0,1383.5812
-6.815719155,39.9563671,237.9220614,-15.57357232,7.716181727,71.80729879,-8.280679989,13.25659948,-4.369311532,-34.52867297,-26.37784026,1133.029788,29.85372314,0.01736319,0.02999878,18.15338033,0,1407.7425
29.52334226,1.557211662,242.5774939,-18.14254025,9.978788771,70.16180583,-8.02097716,13.32466435,-4.393196976,-34.53549024,-26.37960789,1133.030406,29.75524292,0.01735556,0.029647827,17.73160736,0,1408.6819
37.81643136,-39.9675636,231.0749052,-20.34938493,12.06944492,68.4361077,-7.758932213,13.39285085,-4.417027618,-34.54228179,-26.38137383,1133.031024,29.33028564,0.017271614,0.02684784,17.27702248,0,1362.4042
25.19162694,-74.63580181,204.1834278,-22.12994558,13.94692403,66.63065956,-7.494603812,13.46115965,-4.440803305,-34.54904761,-26.38313808,1133.031642,28.53115234,0.017248748,0.030784607,15.81481545,0,1286.8121
-32.23861443,-81.32292385,162.6766536,-23.42754391,15.57300298,64.74593633,-7.22805062,13.5295914,-4.464523887,-34.5557877,-26.38490064,1133.032261,27.15877686,0.017279355,0.046554565,13.02864348,0,1179.9351
-8.733869734,-46.43709907,108.2034568,-24.20036938,16.92360422,62.78313511,-6.9593313,13.59814677,-4.488189212,-34.56250204,-26.38666151,1133.032879,25.39681396,0.017020123,0.05480957,10.60102777,0,1182.7732
23.89157504,7.421706195,46.08521739,-24.42469134,17.99013797,60.74604514,-6.688504517,13.66682642,-4.511799126,-34.56919063,-26.38842068,1133.033498,24.62767944,0.016783943,0.05154419,10.12355062,0,1206.2524
-19.31531857,51.40877017,-17.01277658,-24.08865914,18.77525134,58.63909874,-6.415628933,13.73563101,-4.535353479,-34.57585346,-26.39017816,1133.034117,24.0708252,0.016624227,0.04408264,9.376376852,0,1143.2591
10.82904772,75.461735,-75.39293781,-23.18610103,19.28727038,56.46672821,-6.140763213,13.8045612,-4.558852119,-34.58249052,-26.39193394,1133.034736,23.50634155,0.016525667,0.037353516,8.27195746,0,1138.631
9.635605543,83.34499068,-125.0638602,-21.71188686,19.5355627,54.23336588,-5.863966019,13.87361766,-4.582294893,-34.58910182,-26.39368804,1133.035355,23.13192139,0.016427107,0.038116455,8.178365424,0,1095.4537
5.9010182,74.80528841,-164.1453305,-19.66154302,19.53013097,51.94346556,-5.585296015,13.94280104,-4.605681649,-34.59568733,-26.39544044,1133.035975,22.8923584,0.016381772,0.041778564,8.565605137,0,1044.1697
-6.524335754,56.5166891,-192.0684603,-17.03310882,19.28386161,49.60111025,-5.304811866,14.01211202,-4.629012237,-34.60224705,-26.39719114,1133.036594,22.7053772,0.016374405,0.03756714,9.207167495,0,985.8912
6.046157337,36.22046135,-208.4914044,-13.82555441,18.81237762,47.20857719,-5.022572234,14.08155124,-4.652286503,-34.60878098,-26.39894015,1133.037214,22.54299316,0.016367074,0.032714844,9.836932663,0,962.4068
-6.630369602,18.18585451,-213.072317,-10.03793109,18.13183995,44.76768683,-4.738635783,14.15111938,-4.675504296,-34.61528911,-26.40068746,1133.037834,22.449823,0.016336776,0.033081055,10.17902852,0,928.1036
1.205274078,-8.688939796,-205.4513754,-5.68726761,17.25840953,42.28025959,-4.453061176,14.2208171,-4.698665464,-34.62177143,-26.40243308,1133.038454,22.40014038,0.016306492,0.034820557,10.44747456,0,917.9997
-1.827323015,-34.52413466,-185.1983399,-0.862502578,16.20824731,39.74811592,-4.165907078,14.29064505,-4.721769855,-34.62822793,-26.40417701,1133.039074,22.36419067,0.016245754,0.0435791,10.73932752,0,910.9537
11.75978281,-65.25188765,-152.0216042,4.32944792,14.99751423,37.17307624,-3.877232151,14.3606039,-4.744817318,-34.6346586,-26.40591924,1133.039694,22.31743774,0.016184237,0.04737854,10.88943492,0,928.724
