imf1,imf2,imf3,imf4,imf5,imf6,imf7,imf8,imf9,imf10,imf11,res,Temperature,humidity,Liquid,Wind Speed,holiday,power
-0.80488295,-3.778251829,13.39528292,19.68943341,5.664315729,-50.07298187,-3.844284124,56.0847571,5.716821838,33.67588637,-17.96584859,1136.624652,26.63594971,0.019608272,0.05329895,6.899140197,0,1194.3849
10.90407654,-11.30043503,-4.970209035,-0.108818903,1.775107178,-52.08037721,-3.976441083,56.02547838,5.718361048,33.66312903,-17.95980427,1136.625733,26.26851807,0.019501466,0.056274414,7.043448525,0,1154.3158
-10.22462494,5.489222904,-29.11173279,-19.61644868,-2.11535391,-54.01723444,-4.106013737,55.96438968,5.719791432,33.65034778,-17.9537581,1136.626815,26.03515015,0.01942517,0.0552063,7.323352355,0,1100.3054
-6.498709655,6.780788885,-46.25174174,-38.29754692,-5.963366056,-55.8799193,-4.232935824,55.90148858,5.72111317,33.63754261,-17.94771008,1136.627896,25.86098633,0.01939466,0.050994873,7.31397202,0,1063.5969
11.51947858,-6.619933648,-51.53530429,-55.61620465,-9.725227786,-57.66479753,-4.357141082,55.83677269,5.722326442,33.62471356,-17.94166021,1136.628978,25.74666748,0.019387072,0.06329346,7.106480497,0,1039.872
-12.24502028,-4.156438948,-55.53917492,-71.03651287,-13.35723762,-59.36823487,-4.478563246,55.77023958,5.723431428,33.61186065,-17.9356085,1136.63006,25.71715698,0.019371785,0.093322754,6.952600432,0,993.6188
12.81315404,9.121567205,-61.65701689,-84.0225626,-16.81569409,-60.98659705,-4.597136054,55.70188685,5.724428307,33.59898388,-17.92955494,1136.631141,25.66759644,0.019326005,0.11828613,6.591401941,0,1007.5826
12.78173051,2.507831085,-67.91621423,-94.03844485,-20.05689572,-62.51624983,-4.712793244,55.63171209,5.725317259,33.58608328,-17.92349953,1136.632223,25.59136353,0.019242069,0.13574219,6.244624391,0,979.7008
-12.64664004,-16.21950528,-66.01413608,-100.6233831,-23.03714102,-63.95355893,-4.825468552,55.55971289,5.726098464,33.57315888,-17.91744228,1136.633305,25.77138672,0.019211538,0.16748047,6.52428585,0,926.255
9.169616013,-15.47538185,-48.32762035,-103.7025729,-25.71272853,-65.29489011,-4.935095715,55.48588684,5.726772101,33.56021067,-17.91138318,1136.634387,26.56585083,0.019242078,0.20031738,8.117043684,0,959.2172
10.44609974,3.691727365,-17.33689718,-103.6174075,-28.04066029,-66.53660909,-5.041608471,55.41023153,5.727338351,33.54723869,-17.90532223,1136.635469,27.45458374,0.019203924,0.20788574,9.137982491,0,1006.9796
-8.995789096,28.41339433,20.88310077,-100.7845943,-29.98806622,-67.67508163,-5.144940557,55.33274454,5.727797392,33.53424296,-17.89925945,1136.636551,28.48562012,0.018944517,0.19348145,10.00530909,0,1050.0401
8.347256975,36.17040235,59.97742182,-95.5881812,-31.5547358,-68.70667345,-5.24502571,55.25342348,5.728149406,33.52122349,-17.89319482,1136.637633,29.49053345,0.01871563,0.19189453,9.557969005,0,1116.6477
2.406133262,27.7152413,94.26681986,-88.39409784,-32.75857681,-69.6277503,-5.341797667,55.17226593,5.72839457,33.50818029,-17.88712835,1136.638716,30.25142822,0.018540166,0.20587158,8.882418761,0,1141.4264
-6.548832693,9.465505498,120.9005121,-79.56557271,-33.62019812,-70.43467792,-5.435190165,55.08926948,5.728533066,33.4951134,-17.88106004,1136.639798,30.7270752,0.018402874,0.19787598,8.338451097,0,1147.8332
6.476171225,-10.75489824,138.4278187,-69.46583432,-34.16020863,-71.12382205,-5.525136941,55.00443173,5.728565072,33.48202282,-17.87498989,1136.640881,31.05874023,0.01834188,0.16369629,7.677714108,0,1166.855
-2.094386293,-29.14263499,146.4653751,-58.45811117,-34.39921722,-71.69154843,-5.611571732,54.91775025,5.728490769,33.46890857,-17.8689179,1136.641963,31.16817627,0.018433396,0.13842773,7.189290235,0,1157.9561
6.577775413,-54.10721615,145.0764859,-46.89546652,-34.35781614,-72.13423946,-5.694428275,54.82922265,5.728310336,33.45577068,-17.86284406,1136.643046,31.08300171,0.018769061,0.12677002,6.940932057,0,1151.2586
7.037775494,-71.56329321,134.3702146,-35.05182104,-34.0560406,-72.44883455,-5.773640309,54.7388465,5.728023953,33.44260917,-17.8567684,1136.644128,30.67028198,0.019295467,0.13214111,5.931219888,0,1135.2112
-8.21950626,-66.82603949,114.1556156,-23.05232478,-33.51133703,-72.6348619,-5.849141568,54.64661941,5.7276318,33.42942404,-17.85069089,1136.645211,29.79210815,0.019943949,0.1383667,4.486249687,0,1116.6606
-15.32903845,-25.17455536,84.28202296,-11.04493249,-32.73821876,-72.69478282,-5.920865792,54.55253897,5.727134056,33.41621532,-17.84461155,1136.646294,28.4248291,0.020745028,0.13934326,2.41068732,0,1133.8772
16.98987394,42.77680562,47.21718229,0.807079437,-31.75058841,-72.631662,-5.988754023,54.45660276,5.726530902,33.40298303,-17.83853037,1136.647377,27.84847412,0.020355929,0.13861084,1.988417054,0,1209.8149
3.783017568,89.4092061,6.121831252,12.34043462,-30.5623486,-72.44852559,-6.052785874,54.35880837,5.725822516,33.38972718,-17.83244736,1136.64846,27.44295654,0.020287286,0.13397217,1.831342114,0,1214.8812
13.8569103,95.58440492,-36.29161992,23.39185669,-29.18740195,-72.14835495,-6.11298572,54.25915339,5.725009079,33.3764478,-17.82636251,1136.649543,27.00707397,0.020325454,0.13800049,1.875481631,0,1201.2766
-5.167578204,78.27623542,-78.74448725,33.79806924,-27.63965111,-71.73412172,-6.169387658,54.15763542,5.72409077,33.36314491,-17.82027583,1136.650626,26.66640625,0.020355953,0.13909912,2.235887405,0,1134.6943
-17.55266107,51.54680702,-118.9680801,43.39579591,-25.93299868,-71.20879746,-6.222025876,54.05425204,5.723067769,33.34981851,-17.81418731,1136.651709,26.36806641,0.020302514,0.13812256,2.682844592,0,1067.0227
-8.354135136,24.84332937,-154.3341242,52.02176031,-24.08134729,-70.57535373,-6.270934563,53.94900085,5.721940255,33.33646863,-17.80809697,1136.652792,26.13808594,0.020226166,0.14526367,3.024002349,0,1025.1013
-0.968286139,-0.622299028,-182.2143455,59.51268605,-22.09859958,-69.83676207,-6.316147908,53.84187943,5.72070841,33.3230953,-17.80200479,1136.653876,25.94933472,0.020149834,0.1461792,3.347599535,0,989.1938
-1.645863339,-28.42951611,-199.9804698,65.70529675,-19.99865816,-68.99599404,-6.3577001,53.73288538,5.719372411,33.30969851,-17.79591078,1136.654959,25.79671631,0.020042991,0.14752197,3.622470086,0,951.9181
17.28481777,-59.8325936,-205.0123883,70.44448139,-17.79542566,-68.0560212,-6.395625328,53.62201628,5.717932439,33.29627831,-17.78981494,1136.656043,25.67403564,0.019920899,0.13757324,3.983396278,0,942.1397
6.234948972,-86.45851048,-194.759909,73.64504587,-15.50280471,-67.0198151,-6.429957781,53.50926973,5.716388674,33.28283469,-17.78371727,1136.657126,25.5680481,0.019783556,0.13745117,4.151129022,0,921.0909
22.81819858,-114.5079743,-167.1172753,75.37898325,-13.13469792,-65.8903473,-6.460731649,53.39464331,5.714741296,33.26936769,-17.77761778,1136.65821,25.46703491,0.019630944,0.14099121,4.136069499,0,942.3455
-24.53239788,-107.3848047,-122.2174409,75.75554386,-10.70500975,-64.67058934,-6.487981119,53.27813463,5.712990483,33.25587732,-17.77151645,1136.659294,25.62981567,0.01971484,0.14569092,4.606582344,0,950.8921
4.215163109,-31.2809903,-64.69045869,74.88418291,-8.227849483,-63.36351279,-6.511740382,53.15974126,5.711136416,33.2423636,-17.7654133,1136.660378,26.40181885,0.02007341,0.14715576,7.056095848,0,1116.033
24.77634602,61.82418236,-0.218844549,72.87481916,-5.717790012,-61.97208919,-6.532043633,53.0394608,5.709179275,33.22882654,-17.75930832,1136.661462,26.98961792,0.020302268,0.15545654,8.541432877,0,1295.9142
-23.48795886,110.1822008,65.51488574,69.83629229,-3.188325103,-60.49929011,-6.548925206,52.91729099,5.707119238,33.21526617,-17.75320152,1136.662546,27.55977783,0.020119146,0.1616211,9.806074525,0,1362.5579
18.78979594,114.9635955,126.8282164,65.87762926,-0.653135824,-58.94808708,-6.562420099,52.79323023,5.704956487,33.20168251,-17.74709289,1136.66363,27.97112427,0.01973766,0.15209961,10.87269086,0,1470.912
18.21248388,100.7870653,178.1431371,61.1095378,1.872415991,-57.32145168,-6.572564318,52.66727793,5.702691201,33.18807557,-17.74098244,1136.664714,28.28618774,0.019348536,0.13934326,11.25842995,0,1506.7124
-16.17368702,73.74105563,214.6079564,55.6438403,4.371853849,-55.62235545,-6.579394261,52.53943388,5.700323558,33.17444537,-17.73487017,1136.665798,28.61321411,0.019066226,0.13378906,11.1367276,0,1480.3344
-4.868707275,39.91502812,233.3389653,49.59254688,6.828513525,-53.85376995,-6.582946588,52.40969815,5.69785374,33.16079192,-17.72875607,1136.666882,28.82564697,0.01886785,0.12634277,11.38255736,0,1474.5761
11.47864057,7.874183629,234.2785566,43.07101867,9.225730795,-52.01866673,-6.583258323,52.27807116,5.695281926,33.14711526,-17.72264015,1136.667967,28.84053955,0.01886785,0.12939453,11.82223302,0,1457.392
-9.474040395,-24.58465156,217.9901887,36.20383999,11.54684144,-50.12001734,-6.580366713,52.14455356,5.692608295,33.13341539,-17.71652241,1136.669051,28.70644531,0.019012816,0.124298096,11.64430249,0,1384.9049
9.876550803,-79.78254904,185.0506922,29.1022231,13.77518122,-48.16079335,-6.574309078,52.00914607,5.689833028,33.11969234,-17.71040285,1136.670136,28.41976318,0.019302746,0.102874756,9.724800857,0,1313.0654
-9.691470904,-106.1290944,136.0410785,21.87319943,15.89408593,-46.14396629,-6.565122747,51.87184942,5.686956303,33.10594612,-17.70428148,1136.67122,27.80623779,0.01966133,0.06530762,6.248335108,0,1214.9104
3.587663901,-55.26811952,72.70725074,14.62380043,17.88689134,-44.07250774,-6.552845048,51.73266435,5.683978301,33.09217676,-17.69815828,1136.672305,26.69075928,0.019783396,0.05987549,2.976045348,0,1212.3951
9.681515732,22.16932551,1.791139242,7.46105756,19.73693323,-41.94938923,-6.537513312,51.59159158,5.680899202,33.07838426,-17.69203326,1136.673389,26.14412842,0.019371407,0.08685303,1.670418325,0,1221.6853
-9.445548303,68.87766859,-68.14461027,0.492002257,21.42754736,-39.77758233,-6.519164867,51.44863184,5.677719185,33.06456865,-17.68590643,1136.674474,26.27141724,0.019195933,0.11727905,0.759046738,0,1176.0898
9.01301613,92.16017355,-131.2797652,-6.176334028,22.94206953,-37.5600586,-6.497837043,51.30378586,5.674438429,33.05072995,-17.67977778,1136.675559,26.38216553,0.01905861,0.12823486,0.512725024,0,1151.626
-8.689046007,98.05784985,-184.1172393,-12.43691984,24.26383549,-35.29978957,-6.473567169,51.15705438,5.671057115,33.03686817,-17.67364731,1136.676644,26.05437622,0.019012839,0.119628906,0.779043618,0,1084.1731
8.955695515,81.10543068,-225.0113552,-18.18272375,25.37618104,-32.99974682,-6.446392574,51.00843812,5.667575423,33.02298334,-17.66751503,1136.677729,25.61815796,0.018936558,0.10437012,1.339929763,0,1041.5063
-10.23820828,57.54659078,-253.0787979,-23.30671428,26.26244194,-30.66290188,-6.416350587,50.85793782,5.663993531,33.00907547,-17.66138094,1136.678814,25.14406738,0.01875347,0.10293579,1.896101672,0,968.6545
8.349944039,34.39547822,-267.5373763,-27.70186,26.90595397,-28.29222632,-6.383478538,50.7055542,5.660311621,32.99514459,-17.65524503,1136.6799,24.84450684,0.018600903,0.09353638,2.532451573,0,948.1221
6.41205397,21.96234101,-267.5934077,-31.27262077,27.29005292,-25.8906917,-6.347813756,50.551288,5.656529871,32.9811907,-17.64910731,1136.680985,24.60427246,0.01848645,0.08441162,3.193977479,0,932.7808
-3.187601775,2.255251963,-252.3948214,-33.98184485,27.39807454,-23.46126955,-6.309393571,50.39513994,5.65264846,32.96721383,-17.64296778,1136.68207,24.41365967,0.018364359,0.07546997,3.666397216,0,918.3725
6.460656015,-39.93291862,-221.0283622,-35.85497737,27.21480013,-21.00696409,-6.268255332,50.23711079,5.64866757,32.95321399,-17.63682643,1136.683156,24.26104126,0.018227015,0.06951904,3.896606649,0,917.4693
30.11087062,-84.44800074,-172.911716,-36.93553808,26.7308761,-18.53099318,-6.224436681,50.07720157,5.64458738,32.93919121,-17.63068328,1136.684241,24.1546875,0.01808968,0.06262207,3.950698552,0,945.5056
-34.87309824,-91.78265555,-109.5203536,-37.26848018,25.93879642,-16.03698881,-6.177976376,49.91541446,5.640408069,32.9251455,-17.62453831,1136.685327,24.61287842,0.018242266,0.056427002,4.41961781,0,937.821
31.92723853,-43.01004089,-35.59267879,-36.90087522,24.83346306,-13.52887262,-6.128914895,49.75175332,5.636129816,32.91107689,-17.61839154,1136.686412,26.15474854,0.018623738,0.054977417,6.833864998,0,1128.9663
42.51070957,25.99846815,42.71958264,-35.89117744,23.42127498,-11.01068053,-6.077294488,49.58622382,5.631752803,32.89698538,-17.61224296,1136.687498,27.86568604,0.018463524,0.06921387,8.631524168,0,1288.8611
18.75490698,75.176481,119.0824567,-34.31360752,21.72450882,-8.486559727,-6.023158662,49.41883286,5.627277208,32.88287101,-17.60609257,1136.688584,29.20308838,0.018341467,0.089538574,9.52439166,0,1392.9265
-1.436083083,94.394513,187.1619696,-32.24903714,19.77211751,-5.960682682,-5.966551339,49.24958776,5.622703212,32.86873378,-17.59994037,1136.68967,30.13143311,0.018372001,0.11029053,9.725572921,0,1462.547
-12.33047516,88.09871035,240.8382172,-29.7791962,17.59391226,-3.437221884,-5.90751653,49.07849593,5.618030993,32.85457371,-17.59378637,1136.690756,30.78322754,0.01837201,0.11450195,10.17878112,0,1501.7245
-48.15510231,61.75282938,275.5604039,-26.98581464,15.2197321,-0.920377679,-5.846098257,48.9055648,5.613260732,32.84039083,-17.58763056,1136.691842,31.23516235,0.018295709,0.11480713,10.43692139,0,1477.089
-44.47555247,24.97134969,290.2421656,-23.95062237,12.67965681,1.585408862,-5.782340543,48.73080179,5.608392609,32.82618516,-17.58147295,1136.692928,31.4215332,0.01815838,0.12149048,10.43906579,0,1461.5469
-27.38741601,-21.18546364,286.1006071,-20.74980123,10.00431117,4.075151662,-5.716287412,48.55421434,5.603426802,32.8119567,-17.57531353,1136.694014,31.27828369,0.018043943,0.113861084,10.28966924,0,1431.2294
42.09575703,-68.98023283,264.729688,-17.43734076,7.224449259,6.543735361,-5.647982885,48.37580985,5.598363493,32.79770548,-17.56915231,1136.6951,30.93190918,0.017990544,0.1071167,10.09879605,0,1434.4259
39.93216154,-101.0947251,227.7178197,-14.06168242,4.370825132,8.986044593,-5.577470986,48.19559575,5.59320286,32.78343152,-17.56298929,1136.696187,30.28740845,0.01824994,0.091430664,8.834499466,0,1365.9784
-20.23679221,-105.5897681,176.6600589,-10.67126767,1.474192857,11.396964,-5.504795736,48.01357948,5.587945083,32.76913484,-17.55682447,1136.697273,29.29308472,0.018921344,0.08703613,6.659672109,0,1253.0397
-30.98689661,-68.83106428,113.4903394,-7.314537964,-1.434693497,13.77137821,-5.43000116,47.82976845,5.582590342,32.75481545,-17.55065784,1136.69836,27.76464233,0.01935628,0.08129883,4.836736645,0,1218.5794
25.74489236,6.395606994,41.94663572,-4.039934773,-4.325079864,16.10417188,-5.353131279,47.64417008,5.577138817,32.74047337,-17.54448942,1136.699446,26.95678101,0.019150306,0.06600952,5.063837561,0,1281.5899
-1.705660808,77.02146356,-32.01499521,-0.895899553,-7.166212178,18.39022962,-5.274230116,47.45679181,5.571590687,32.72610862,-17.53831919,1136.700533,26.53457031,0.019058798,0.051940918,5.428411889,0,1253.2714
-1.993053084,111.8383772,-102.8215891,2.069126234,-9.927336371,20.62443609,-5.193341694,47.26764105,5.565946133,32.71172123,-17.53214717,1136.701619,26.20614014,0.019058796,0.04953003,5.764297645,0,1219.3114
8.461349313,111.1032717,-165.1087643,4.806701129,-12.57769838,22.80167592,-5.110510036,47.07672523,5.560205333,32.6973112,-17.52597335,1136.702706,26.0057312,0.019013014,0.051071167,6.478644935,0,1168.887
-8.036972512,96.75784857,-216.4188644,7.26838367,-15.08654413,24.91683375,-5.025779164,46.88405177,5.554368468,32.68287856,-17.51979774,1136.703793,25.80153809,0.01895959,0.050247192,7.07988788,0,1088.6802
6.499307649,74.50993072,-254.9517992,9.405732398,-17.42311956,26.96479421,-4.9391931,46.6896281,5.548435718,32.66842333,-17.51362032,1136.70488,25.62398682,0.018898537,0.048065186,7.555612648,0,1044.1634
-6.548397269,47.99216393,-278.8745884,11.17030585,-19.55667061,28.94044194,-4.850795869,46.49346164,5.542407261,32.65394551,-17.50744111,1136.705967,25.45635376,0.01879934,0.048309326,7.97483208,0,982.1608
3.193802511,19.55561713,-286.3542514,12.51366257,-21.4564432,30.83866158,-4.760631492,46.29555981,5.536283278,32.63944515,-17.50126011,1136.707054,25.21724854,0.018623855,0.04600525,8.325199682,0,957.2075
10.75245135,-7.787823506,-275.5552081,13.39691512,-23.09203464,32.65466349,-4.668743992,46.09593004,5.530063949,32.62492224,-17.49507731,1136.708141,24.90981445,0.018402595,0.038131714,8.566502596,0,949.1642
-14.31151741,-39.83231112,-245.3244414,13.82129338,-24.43634888,34.38496091,-4.575177391,45.89457976,5.523749453,32.61037681,-17.48889272,1136.709229,24.62539063,0.018181333,0.031677246,8.415652134,0,922.9755
18.35448797,-93.31988239,-197.8905375,13.80949985,-25.47455987,36.02639281,-4.479975713,45.69151638,5.517339969,32.59580887,-17.48270633,1136.710316,24.40300903,0.017998213,0.027954102,8.226867482,0,950.0577
-22.51326895,-113.1347471,-138.2669813,13.40413305,-26.21173754,37.57579815,-4.38318298,45.48674733,5.510835679,32.58121846,-17.47651816,1136.711403,24.67510376,0.017982949,0.021492004,9.120529028,0,949.2837
17.18119349,-57.26746558,-70.73452526,12.65507863,-26.66023897,39.0300159,-4.284843215,45.28028003,5.504236761,32.56660558,-17.47032819,1136.712491,26.13253174,0.018219458,0.018920898,12.00869625,0,1112.5125
30.25187245,27.621107,0.444257468,11.61299354,-26.83357803,40.3862705,-4.18500044,45.07212192,5.497543394,32.55197025,-17.46413643,1136.713578,27.94970093,0.018028729,0.018577576,14.82984889,0,1281.669
-4.626067619,85.17667252,70.92196942,10.32836544,-26.74703924,41.64372637,-4.083698679,44.86228041,5.49075576,32.53731249,-17.45794289,1136.714666,29.60268555,0.017548086,0.013404846,15.07439492,0,1374.761
-5.023603978,106.4923746,136.3512131,8.851452953,-26.41765579,42.8035256,-3.980981953,44.65076292,5.483874037,32.52263232,-17.45174755,1136.715754,31.09658203,0.017242922,0.008132935,14.51818708,0,1460.9976
-26.26843002,101.2207006,192.3933634,7.232430565,-25.86277473,43.8672083,-3.876894286,44.43757688,5.476898406,32.50792976,-17.44555043,1136.716841,32.27431641,0.01719715,0.006158829,13.52317956,0,1490.3993
-43.75626892,76.65506638,234.9520966,5.521461011,-25.09973139,44.8363146,-3.7714797,44.22272972,5.469829045,32.49320483,-17.43935151,1136.717929,33.09810791,0.017426044,0.007417679,12.1578537,0,1490.8018
-0.516488771,41.35084062,261.3807808,3.768708046,-24.14586209,45.71238461,-3.664782219,44.00622886,5.462666135,32.47845754,-17.43315082,1136.719017,33.52605591,0.017632024,0.009490967,10.85806515,0,1525.1188
35.02202107,1.827711738,271.6882859,2.02434656,-23.01851432,46.49695846,-3.556845863,43.78808172,5.455409856,32.46368792,-17.42694833,1136.720105,33.68334351,0.017715937,0.013053894,9.986961868,0,1531.4843
50.56485218,-36.63438531,266.5013914,0.332731664,-21.73505291,47.19157627,-3.447714658,43.56829572,5.448060386,32.44889597,-17.42074406,1136.721193,33.40706787,0.017731199,0.014541626,9.458018579,0,1503.5391
43.06305786,-68.87417726,246.4702253,-1.285210456,-20.31276243,47.79777815,-3.337432624,43.3468783,5.440617907,32.43408173,-17.41453801,1136.722282,32.73195801,0.017822767,0.011054993,9.330304492,0,1444.0508
-39.26901137,-87.65998811,212.2507529,-2.814829391,-18.76848878,48.31710423,-3.226043785,43.12383687,5.433082597,32.41924521,-17.40833017,1136.72337,31.40285645,0.01825767,0.008842468,8.424279682,0,1309.1207
-53.62647173,-85.92669702,164.6034615,-4.242262159,-17.11829047,48.75109463,-3.113592163,42.89917886,5.425454636,32.40438642,-17.40212055,1136.724458,29.28783569,0.018608626,0.007146835,6.768472724,0,1249.3786
53.83665829,-61.13089467,105.2094519,-5.55448672,-15.37738504,49.10128947,-3.000121782,42.67291169,5.417734205,32.38950539,-17.39590915,1136.725546,27.88695679,0.01838738,0.006980896,7.849410896,0,1322.8943
44.33368973,-21.20866587,38.08168967,-6.739331682,-13.56013941,49.36922887,-2.885676663,42.44504279,5.409921482,32.37460213,-17.38969596,1136.726635,27.05010376,0.018135617,0.006753922,9.502225162,0,1286.9573
33.28027452,20.08448426,-31.52468012,-7.785516742,-11.68002938,49.55645295,-2.77030083,42.21557957,5.402016647,32.35967667,-17.383481,1136.727723,26.46883545,0.018150877,0.008926392,9.308108001,0,1248.4822
7.91795258,53.9334459,-98.6781958,-8.682664057,-9.749628322,49.6645031,-2.654039579,41.98452948,5.394019881,32.34472902,-17.37726425,1136.728812,26.05547485,0.018127972,0.010379791,9.247470823,0,1190.8262
-35.4071309,74.00993835,-158.7676301,-9.421325561,-7.780579807,49.69492583,-2.536943304,41.75189992,5.385931363,32.3297592,-17.37104573,1136.729901,25.7505127,0.018158454,0.008968353,9.120571038,0,1108.6177
-50.65812254,76.38258751,-207.8542705,-9.99300678,-5.783573825,49.64926899,-2.419063776,41.51769832,5.377751272,32.31476722,-17.36482543,1136.73099,25.56505737,0.018272866,0.01727295,8.798422087,0,1047.9002
-35.18145684,59.18533296,-243.2713302,-10.39022512,-3.768288487,49.52908163,-2.300453945,41.28193211,5.369479788,32.29975311,-17.35860335,1136.732078,25.4470459,0.018372022,0.027389526,8.566093557,0,1012.1273
-10.46668671,26.36284382,-263.0878337,-10.60655272,-1.743347159,49.33591598,-2.181169937,41.04460871,5.361117092,32.28471689,-17.35237949,1136.733167,25.33406982,0.018410154,0.0238266,8.410948213,0,985.6844
15.88838027,-15.10933001,-265.4906139,-10.63662013,0.283667542,49.07132504,-2.061268646,40.80573554,5.352663363,32.26965857,-17.34615386,1136.734256,25.20644531,0.01842541,0.020721436,8.175498443,0,969.7617
32.98921221,-56.95336108,-248.7951201,-10.47708402,2.306062348,48.73686179,-1.940806968,40.56532003,5.344118779,32.25457817,-17.33992645,1136.735345,25.07079468,0.018448293,0.019065857,7.711910691,0,963.4252
47.58815894,-83.87237831,-212.1791447,-10.12953447,4.317795052,48.33407922,-1.819841798,40.3233696,5.335483523,32.23947571,-17.33369726,1136.736434,24.92104492,0.018448273,0.0178833,7.068521212,0,989.5402
-47.50033314,-71.17887643,-157.1770445,-9.59703802,6.313233742,47.86453034,-1.69843003,40.07989168,5.326757772,32.22435121,-17.3274663,1136.737524,25.20601807,0.018562697,0.016693115,7.451295241,0,964.0671
2.948279755,-25.57222474,-89.02049933,-8.882845406,8.286930689,47.32976812,-1.576628559,39.83489369,5.317941706,32.20920469,-17.32123357,1136.738613,26.78960571,0.01877631,0.01777649,10.52068859,0,1130.2922
47.98171891,27.63795759,-13.77861658,-7.990280049,10.23351086,46.73134558,-1.454494279,39.58838306,5.309035506,32.19403616,-17.31499907,1136.739702,28.65426025,0.018577939,0.022415161,12.94437514,0,1305.8773
38.92695068,66.0056063,62.47949642,-6.922680038,12.14761389,46.07081569,-1.332084086,39.3403672,5.300039352,32.17884565,-17.30876279,1136.740792,30.27779541,0.018120172,0.020950317,12.69927015,0,1413.627
19.35469834,83.88450019,133.6847323,-5.683384248,14.02388018,45.34973145,-1.209454875,39.09085354,5.290953422,32.16363317,-17.30252475,1136.741881,31.71517334,0.017837886,0.022705078,11.93229487,0,1485.3895
-11.32150608,82.89350232,193.9309908,-4.275731555,15.85695017,44.56964586,-1.086663539,38.83984951,5.281777896,32.14839874,-17.29628493,1136.742971,32.73970947,0.017952327,0.024658203,11.10982779,0,1516.2839
-49.24058826,66.94046805,238.3594368,-2.703060833,17.64146426,43.7321119,-0.963766975,38.58736253,5.272512955,32.13314238,-17.29004335,1136.744061,33.24532471,0.018158322,0.026321411,10.57330166,0,1509.2131
-12.15684431,41.40856112,264.1149976,-0.968710958,19.37206287,42.83868257,-0.840822076,38.33340003,5.263158778,32.11786411,-17.28379999,1136.74515,33.39992676,0.01820411,0.027900696,10.47309821,0,1548.9437
25.81030832,10.24800392,270.2560629,0.923979193,21.04338643,41.89091087,-0.717885785,38.07796947,5.253715544,32.10256394,-17.27755487,1136.74624,33.39046631,0.018242272,0.027183533,10.56417292,0,1564.3577
47.79550263,-25.05384107,258.0208602,2.967642524,22.65007534,40.89034978,-0.595015345,37.82107863,5.244183434,32.0872419,-17.27130798,1136.74733,33.15560303,0.018272785,0.026260376,10.72297669,0,1541.3041
28.72241104,-61.42245163,229.1427307,5.138799053,24.18677003,39.8385523,-0.472268645,37.56273592,5.234562626,32.07189801,-17.26505932,1136.74842,32.45617065,0.018402483,0.021392822,10.39757372,0,1459.4871
-44.46380079,-83.96199878,185.3590438,7.409940573,25.64811091,38.73707141,-0.349704735,37.30295093,5.224853298,32.05653227,-17.2588089,1136.74951,31.21367798,0.018730521,0.013401032,8.996769783,0,1322.4537
-42.66718563,-75.42492997,128.4229639,9.753558881,27.02873841,37.58746013,-0.227384291,37.04173486,5.21505563,32.04114472,-17.25255671,1136.7506,29.32659302,0.019058561,0.009399414,6.789605336,0,1278.2692
40.95806747,-35.6506509,60.78034969,12.14214577,28.3231467,36.39141766,-0.105368854,36.77909978,5.205169799,32.02573538,-17.24630276,1136.75169,28.04107056,0.01892883,0.009437561,7.138592566,0,1336.3545
27.519882,17.81120771,-12.37012748,14.54819304,29.52524503,35.15122817,0.016279778,36.51505802,5.195195983,32.01030426,-17.24004704,1136.752781,27.2607666,0.01873044,0.007854462,8.182954582,0,1305.4352
14.80317548,63.10711434,-84.48728954,16.94419248,30.62882445,33.86929403,0.137499772,36.24962194,5.18513436,31.99485138,-17.23378956,1136.753871,26.70797119,0.018745681,0.007318497,8.023145757,0,1267.9525
-18.07794776,89.24240047,-149.5721083,19.3026359,31.62783605,32.54785756,0.258229296,35.9828039,5.174985107,31.97937677,-17.22753032,1136.754961,26.3010498,0.018783813,0.010570526,7.284117092,0,1197.9935
-17.4023805,91.74230765,-202.7709683,21.59601507,32.51648539,31.1889066,0.378406517,35.71461626,5.164748403,31.96388044,-17.22126932,1136.756052,26.00753174,0.018776169,0.020370483,6.593038711,0,1149.6268
-13.42224872,77.90321711,-241.7852609,23.79682181,33.28917196,29.79423508,0.497969603,35.44507139,5.154424425,31.94836242,-17.21500656,1136.757142,25.79570923,0.01877616,0.027793884,6.209742045,0,1102.1639
-7.223763817,57.69577638,-265.944858,25.8775479,33.94034749,28.36558468,0.616856722,35.17418164,5.14401335,31.93282272,-17.20874204,1136.758233,25.6116272,0.018814301,0.03630066,5.969289261,0,1065.128
-7.206176372,35.47341803,-274.8508777,27.81068514,34.46440591,26.90475487,0.735006041,34.90195938,5.133515358,31.91726137,-17.20247576,1136.759324,25.4414917,0.018852446,0.04510498,5.868812361,0,1034.8408
-15.49810183,7.611339479,-268.107548,29.57183554,34.85561456,25.41367173,0.852355728,34.62841697,5.122930625,31.90167839,-17.19620772,1136.760414,25.32149658,0.01884482,0.04548645,6.291117373,0,1005.9164
-17.3952797,-38.1892378,-245.3315378,31.14903991,35.10818067,23.89432347,0.96884395,34.35356678,5.112259329,31.88607379,-17.18993792,1136.761505,25.1760498,0.018776154,0.04562378,6.251145555,0,981.1278
29.61044111,-95.9120829,-206.1426265,32.53336813,35.21624471,22.34884624,1.084408876,34.07742115,5.101501647,31.8704476,-17.18366637,1136.762596,25.08245239,0.018692229,0.04298401,5.937147489,0,1009.3669
